name,category,brand,strainType,priceRec,dispensary,productUrl,price,potency,quantity
Cigarette Style One Hitter,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/cigarette-style-one-hitter/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,2.0,,
Raw Classic Papers 1 1/4,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/raw-classic-papers-1-1-4/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,2.0,,
Stickers,APPAREL,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/stickers/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,
King Palm Mini Watermelon Wave 2pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/king-palm-mini-watermelon-wave-2pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,2.0
King Palm Honey Orange Mini Rolls 2pk,ACCESSORIES,King Palm,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/king-palm-honey-orange-mini-rolls-2pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,2.0
Blazy Susan Pink Cones 3pk (King Size),ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/blazy-susan-pink-cones-3pk-king-size/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,3.0
King Palm Mango OG 2pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/king-palm-mango-og-2pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,2.0
King Palm Berry Terps 2pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/king-palm-berry-terps-2pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,2.0
Lighter Leash,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/lighter-leash/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,
ZZZ's King Sized Cones 3pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/zzz-s-king-sized-cones-3pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,3.0
Vibes Hemp Pre Rolled Cones 1 1/4,ACCESSORIES,Vibes,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/vibes-hemp-pre-rolled-cones-1-1-4/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,
RAW Classic Cone 1 1/4 6pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/raw-classic-cone-1-1-4-6pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,4.0
Brotherly Bud Lighter,APPAREL,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/brotherly-bud-lighter/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,
Vibes Rice Pre Rolled Cones 1 1/4,ACCESSORIES,Vibes,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/vibes-rice-pre-rolled-cones-1-1-4/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,
Raw Black Cones 1 1/4 3 pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/raw-black-cones-1-1-4-3-pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,3.0,,4.0
ZZZ's 1 1/4 Cones 6pk,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/zzz-s-1-1-4-cones-6pk/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,4.0,,4.0
ZZZ's 1 1/4 Paper + Tips,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/zzz-s-1-1-4-paper-tips/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,4.2,,
ZZZ's King Size Slim Paper + Tips,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/zzz-s-king-size-slim-paper-tips/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,4.5,,
SirEEL Downstem Assorted Sizes,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/sireel-downstem-assorted-sizes/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,5.0,,
Blazy Susan Purple Cones 12pk (Shorty),ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/blazy-susan-purple-cones-12pk-shorty/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,5.0,,12.0
Retro Love Cannabis Card,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/retro-love-cannabis-card/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,7.0,,
Let's Get Baked Card,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/let-s-get-baked-card/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,7.0,,
Blue Magic Guap Gummy 25mg 1pc,EDIBLES,(the) Essence,HYBRID,,brotherlybud,https://brotherlybud.com/product/blue-magic-guap-gummy-25mg-1pc-64001/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,7.0,25.0,25.0
Golf Happy Birthday Greeting Card,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/golf-happy-birthday-greeting-card/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,7.0,,
Have A Nice Jay Card,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/have-a-nice-jay-card/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,7.0,,
Bowl,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/bowl/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,8.0,,
AJ's Sour Diesel 1g Preroll-S,PRE_ROLLS,Anthologie,SATIVA,,brotherlybud,https://brotherlybud.com/product/aj-s-sour-diesel-1g-preroll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Cereal Milk x Oreoz 1.25g-I,PRE_ROLLS,Elyon,INDICA,,brotherlybud,https://brotherlybud.com/product/cereal-milk-x-oreoz-1-25g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Purple Milk 1g Pre Roll-H,PRE_ROLLS,Anthologie,HYBRID,,brotherlybud,https://brotherlybud.com/product/purple-milk-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Bananaconda 1g Pre Roll-H,PRE_ROLLS,Anthologie,HYBRID,,brotherlybud,https://brotherlybud.com/product/bananaconda-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Dog Food 1g Pre Roll-H,PRE_ROLLS,The Cut,HYBRID,,brotherlybud,https://brotherlybud.com/product/dog-food-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Slurty3 1g Pre Roll-I,PRE_ROLLS,Yeti,INDICA,,brotherlybud,https://brotherlybud.com/product/slurty3-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Brutes Blend 1g Pre Roll-H,PRE_ROLLS,Brute's Roots,HYBRID,,brotherlybud,https://brotherlybud.com/product/brutes-blend-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Omakase 1g Pre Roll-S,PRE_ROLLS,Ozone,SATIVA,,brotherlybud,https://brotherlybud.com/product/omakase-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Cards Against Humanity: Weed Pack,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/cards-against-humanity-weed-pack/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Tea Time 1g Pre Roll-I,PRE_ROLLS,Yeti,INDICA,,brotherlybud,https://brotherlybud.com/product/tea-time-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Garlic Cookies 1g Pre Roll-S,PRE_ROLLS,Grown Rogue Standard,SATIVA,,brotherlybud,https://brotherlybud.com/product/garlic-cookies-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Mendo OG 1g Pre Roll 1g-I,PRE_ROLLS,Pete's Farmstand,INDICA,,brotherlybud,https://brotherlybud.com/product/mendo-og-1g-pre-roll-1g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Wedding Cake 1g Pre Roll-I,PRE_ROLLS,Ozone,INDICA,,brotherlybud,https://brotherlybud.com/product/wedding-cake-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Jungle Juice Guap Gummy 50mg 1pc,EDIBLES,(the) Essence,HYBRID,,brotherlybud,https://brotherlybud.com/product/jungle-juice-guap-gummy-50mg-1pc-31294/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,50.0,50.0
Tea Time 1g Pre Roll-I,PRE_ROLLS,Yeti,INDICA,,brotherlybud,https://brotherlybud.com/product/tea-time-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,10.0,,
Cake & Desist 1g Pre Roll-I,PRE_ROLLS,Pete's Farmstand,INDICA,,brotherlybud,https://brotherlybud.com/product/cake-desist-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Georgia Pie 1g Pre Roll-H,PRE_ROLLS,The Cut,HYBRID,,brotherlybud,https://brotherlybud.com/product/georgia-pie-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Ganjaland Expansion Pack,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/ganjaland-expansion-pack/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Permanent Marker 1g Pre Roll-I,PRE_ROLLS,Grown Rogue Standard,INDICA,,brotherlybud,https://brotherlybud.com/product/permanent-marker-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Super Lemon Haze 1g Pre Roll-S,PRE_ROLLS,Pete's Farmstand,SATIVA,,brotherlybud,https://brotherlybud.com/product/super-lemon-haze-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Heir Heads 1g Pre Roll-H,PRE_ROLLS,Pete's Farmstand,HYBRID,,brotherlybud,https://brotherlybud.com/product/heir-heads-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Zangria 1g Pre Roll-I,PRE_ROLLS,Grown Rogue Standard,INDICA,,brotherlybud,https://brotherlybud.com/product/zangria-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Peanut Butter Trix 1g Pre Roll-I,PRE_ROLLS,Pete's Farmstand,INDICA,,brotherlybud,https://brotherlybud.com/product/peanut-butter-trix-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Willy Kush 1g Pre Roll-I,PRE_ROLLS,Pete's Farmstand,INDICA,,brotherlybud,https://brotherlybud.com/product/willy-kush-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
GC #1 1g Pre Roll-S,PRE_ROLLS,Pete's Farmstand,SATIVA,,brotherlybud,https://brotherlybud.com/product/gc-1-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,12.0,,
Animal Face 1g Pre Roll-I,PRE_ROLLS,Dogwalkers,INDICA,,brotherlybud,https://brotherlybud.com/product/animal-face-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,14.0,,
Zoap 1g Pre Roll-H,PRE_ROLLS,Dogwalkers,HYBRID,,brotherlybud,https://brotherlybud.com/product/zoap-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,14.0,,
Couch Crasher 1g Pre Roll-I,PRE_ROLLS,Dogwalkers,INDICA,,brotherlybud,https://brotherlybud.com/product/couch-crasher-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,14.0,,
L'Orange 1g Pre Roll-S,PRE_ROLLS,Dogwalkers,SATIVA,,brotherlybud,https://brotherlybud.com/product/l-orange-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,14.0,,
GMO Cookies 2pk 1g Pre Rolls-I,PRE_ROLLS,Smokos,INDICA,,brotherlybud,https://brotherlybud.com/product/gmo-cookies-2pk-1g-pre-rolls-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
Etched Quartz Banger 14mm,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/etched-quartz-banger-14mm/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,
Violet Fog 2pk 1g Pre Rolls-I,PRE_ROLLS,Smokos,INDICA,,brotherlybud,https://brotherlybud.com/product/violet-fog-2pk-1g-pre-rolls-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
ZZZ's Rolling Tray + Magnetic Cover,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/zzz-s-rolling-tray-magnetic-cover/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,
Gorilla Pie 2pk 1g-H,PRE_ROLLS,Smokos,HYBRID,,brotherlybud,https://brotherlybud.com/product/gorilla-pie-2pk-1g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
Dawg Lemons 2pk 1g Pre Rolls-S,PRE_ROLLS,Smokos,SATIVA,,brotherlybud,https://brotherlybud.com/product/dawg-lemons-2pk-1g-pre-rolls-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
Gorilla Pie 2pk 1g-H,PRE_ROLLS,Smokos,HYBRID,,brotherlybud,https://brotherlybud.com/product/gorilla-pie-2pk-1g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
Violet Fog 2pk 1g Pre Rolls-I,PRE_ROLLS,Smokos,INDICA,,brotherlybud,https://brotherlybud.com/product/violet-fog-2pk-1g-pre-rolls-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
BBud Towel Assorted Colors,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/bbud-towel-assorted-colors/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,
Peach Crescendo 2pk 1g-I,PRE_ROLLS,Smokos,INDICA,,brotherlybud,https://brotherlybud.com/product/peach-crescendo-2pk-1g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,15.0,,2.0
Pink Passion 1g Pre Roll-S,PRE_ROLLS,Grown Rogue Reserve,SATIVA,,brotherlybud,https://brotherlybud.com/product/pink-passion-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,16.0,,
Oishii x Spritzer 2pk 1.2g Pre Rolls-H,PRE_ROLLS,Niche,HYBRID,,brotherlybud,https://brotherlybud.com/product/oishii-x-spritzer-2pk-1-2g-pre-rolls-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,16.0,,2.0
Oreoz x Devils Driver Test Kitchen 1g-I,PRE_ROLLS,Test Kitchen,INDICA,,brotherlybud,https://brotherlybud.com/product/oreoz-x-devils-driver-test-kitchen-1g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,18.0,,
Blueberry Runtz 1g Pre Roll-I,PRE_ROLLS,Garden State Banana,INDICA,,brotherlybud,https://brotherlybud.com/product/blueberry-runtz-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,18.0,,
Blueberry Banana 1g Pre Roll-S,PRE_ROLLS,Garden State Banana,SATIVA,,brotherlybud,https://brotherlybud.com/product/blueberry-banana-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,18.0,,
Holy Communion X 1g Pre Roll-S,PRE_ROLLS,Piff Coast Farms,SATIVA,,brotherlybud,https://brotherlybud.com/product/holy-communion-x-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,18.0,,
Grav Mini Sherlock Pipe,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/grav-mini-sherlock-pipe/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,18.0,,
PC3 1g Pre Roll-S,PRE_ROLLS,Piff Coast Farms,SATIVA,,brotherlybud,https://brotherlybud.com/product/pc3-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
Blackberry Mega Pearl 1:1 CBN:THC 1pk 100mg-I,EDIBLES,Gron,INDICA,,brotherlybud,https://brotherlybud.com/product/blackberry-mega-pearl-1-1-cbn-thc-1pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,1.0
Mega Cherry Limeade Pearl 1pk 100mg-I,EDIBLES,Gron,INDICA,,brotherlybud,https://brotherlybud.com/product/mega-cherry-limeade-pearl-1pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,1.0
Grapefruit Chem 1g Pre Roll-S,PRE_ROLLS,Piff Coast Farms,SATIVA,,brotherlybud,https://brotherlybud.com/product/grapefruit-chem-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
Strawberry Piff 1g Pre Roll-S,PRE_ROLLS,Piff Coast Farms,SATIVA,,brotherlybud,https://brotherlybud.com/product/strawberry-piff-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
Cherry Cola Mega Rosin Pearls,EDIBLES,Gron,INDICA,,brotherlybud,https://brotherlybud.com/product/cherry-cola-mega-rosin-pearls/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,50.0,2.0
"4"" Faceted Octagon Iridized Glass Ashtray, Assorted Colors",ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/4-faceted-octagon-iridized-glass-ashtray-assorted-colors/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
OGeez Creams Mellow Indica 10pk 100mg-I,EDIBLES,The Creams,INDICA,,brotherlybud,https://brotherlybud.com/product/ogeez-creams-mellow-indica-10pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,10.0
Grapefruit Chem 1g Pre Roll-S,PRE_ROLLS,Piff Coast Farms,SATIVA,,brotherlybud,https://brotherlybud.com/product/grapefruit-chem-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
PC3 1g Pre Roll-S,PRE_ROLLS,Piff Coast Farms,SATIVA,,brotherlybud,https://brotherlybud.com/product/pc3-1g-pre-roll-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
"4"" Faceted Octagon Iridized Glass Ashtray, Assorted Colors",ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/4-faceted-octagon-iridized-glass-ashtray-assorted-colors/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
Crippy Dog 2pk 1g Pre Rolls-H,PRE_ROLLS,Full Tilt,HYBRID,,brotherlybud,https://brotherlybud.com/product/crippy-dog-2pk-1g-pre-rolls-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,2.0
Mega Cherry Limeade Pearl 1pk 100mg-I,EDIBLES,Gron,INDICA,,brotherlybud,https://brotherlybud.com/product/mega-cherry-limeade-pearl-1pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,1.0
Blackberry Mega Pearl 1:1 CBN:THC 1pk 100mg-I,EDIBLES,Gron,INDICA,,brotherlybud,https://brotherlybud.com/product/blackberry-mega-pearl-1-1-cbn-thc-1pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,1.0
Grav Sandblasted Spoon Pipe Assorted Colors,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/grav-sandblasted-spoon-pipe-assorted-colors/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
Berry Lemonade Syrup 2oz 100mg,EDIBLES,Journeyman,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/berry-lemonade-syrup-2oz-100mg/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,
OGeez Creams Mellow Indica 10pk 100mg-I,EDIBLES,The Creams,INDICA,,brotherlybud,https://brotherlybud.com/product/ogeez-creams-mellow-indica-10pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,10.0
Puff Puff Pass Game,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/puff-puff-pass-game/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,
Strawberry Peach Classic Bites | 100mg,EDIBLES,Select,HYBRID,,brotherlybud,https://brotherlybud.com/product/strawberry-peach-classic-bites-100mg/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,100.0
Blueberry Classic Bites | 100mg,EDIBLES,Select,INDICA,,brotherlybud,https://brotherlybud.com/product/blueberry-classic-bites-100mg/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,100.0
Passion Fruit Classic Bites | 100mg,EDIBLES,Select,SATIVA,,brotherlybud,https://brotherlybud.com/product/passion-fruit-classic-bites-100mg/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,100.0,100.0
Infused Cake & Desist 1g Pre Roll-I,PRE_ROLLS,Sneaky Pete's,INDICA,,brotherlybud,https://brotherlybud.com/product/infused-cake-desist-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,22.0,,
Infused Willy Kush 1g-I,PRE_ROLLS,Sneaky Pete's,INDICA,,brotherlybud,https://brotherlybud.com/product/infused-willy-kush-1g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,22.0,,
Infused Paloma Spritz 1g Pre Roll-H,PRE_ROLLS,Sneaky Pete's,HYBRID,,brotherlybud,https://brotherlybud.com/product/infused-paloma-spritz-1g-pre-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,22.0,,
Watermelon Pearls 10pk 100mg-I,EDIBLES,Gron,INDICA,,brotherlybud,https://brotherlybud.com/product/watermelon-pearls-10pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,22.0,100.0,10.0
Infused UK Cheese 1g Pre Roll-I,PRE_ROLLS,Sneaky Pete's,INDICA,,brotherlybud,https://brotherlybud.com/product/infused-uk-cheese-1g-pre-roll-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,22.0,,
Mango 10:1 CBD:THC 10pk 100mg-H,EDIBLES,ILLICIT,HYBRID,,brotherlybud,https://brotherlybud.com/product/mango-10-1-cbd-thc-10pk-100mg-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Fruit Punch'd 10pk 100mg Gummies-H,EDIBLES,ILLICIT,HYBRID,,brotherlybud,https://brotherlybud.com/product/fruit-punch-d-10pk-100mg-gummies-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Fruit Punch'd 10pk 100mg Gummies-H,EDIBLES,ILLICIT,HYBRID,,brotherlybud,https://brotherlybud.com/product/fruit-punch-d-10pk-100mg-gummies-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Movie Popcorn Caramels 10pk 100mg-H,EDIBLES,ILLICIT,HYBRID,,brotherlybud,https://brotherlybud.com/product/movie-popcorn-caramels-10pk-100mg-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Wild Strawberry 5:1 CBG:THC 10pk 100mg-S,EDIBLES,ILLICIT,SATIVA,,brotherlybud,https://brotherlybud.com/product/wild-strawberry-5-1-cbg-thc-10pk-100mg-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Peaches & Dream Nighttime 2:2:1 CBN:CBD:THC 100mg,EDIBLES,ILLICIT,INDICA,,brotherlybud,https://brotherlybud.com/product/peaches-dream-nighttime-2-2-1-cbn-cbd-thc-100mg-79315/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,
OGeez Sleep 2:1 THC:CBN 10pk 100mg-I,EDIBLES,OGeez!,INDICA,,brotherlybud,https://brotherlybud.com/product/ogeez-sleep-2-1-thc-cbn-10pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Mango 10:1 CBD:THC 10pk 100mg-H,EDIBLES,ILLICIT,HYBRID,,brotherlybud,https://brotherlybud.com/product/mango-10-1-cbd-thc-10pk-100mg-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Bananas Foster Caramels 10pk 100mg-H,EDIBLES,ILLICIT,HYBRID,,brotherlybud,https://brotherlybud.com/product/bananas-foster-caramels-10pk-100mg-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,24.0,100.0,10.0
Fruit Punch 10pk-S,EDIBLES,&Shine,SATIVA,,brotherlybud,https://brotherlybud.com/product/fruit-punch-10pk-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,20.0,,10.0
Xeno Disposable-I,VAPORIZERS,Rythm,INDICA,,brotherlybud,https://brotherlybud.com/product/xeno-disposable-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,25.0,,
Encore Chili Melon Gummies 10pk 100mg-H,EDIBLES,Encore Edibles,HYBRID,,brotherlybud,https://brotherlybud.com/product/encore-chili-melon-gummies-10pk-100mg-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,25.0,100.0,10.0
Infused Cherry Maui Wowie 1g-S,PRE_ROLLS,Show Dogs Infused,SATIVA,,brotherlybud,https://brotherlybud.com/product/infused-cherry-maui-wowie-1g-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,25.0,,
Valhalla RSO Grape Gummies 10pk 100mg-I,EDIBLES,Valhalla,INDICA,,brotherlybud,https://brotherlybud.com/product/valhalla-rso-grape-gummies-10pk-100mg-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,25.0,100.0,10.0
Infused Pineapple Express 1g-H,PRE_ROLLS,Remix,HYBRID,,brotherlybud,https://brotherlybud.com/product/infused-pineapple-express-1g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,25.0,,
